#TAXONOMY	Domain	Phylum	Class	Order	Family	Genus
ASV_17535	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_18005	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014
ASV_11801	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_10920	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonellaceae UCG-001
ASV_22200	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014
ASV_6416	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_17804	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_5015	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales BS11 	
ASV_3646	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
ASV_11304	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_16625	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_5600	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales UCG-001	
ASV_11631	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum
ASV_7671	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea
ASV_2046	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	
ASV_3603	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013
ASV_900	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	
ASV_10078	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_10852	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium0
ASV_99	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
ASV_5652	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales		
ASV_6006	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales		
ASV_12843	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_10854	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis
ASV_9166	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_19304	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_20583	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		
ASV_18591	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_20223	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] oxidoreducens group
ASV_6368	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae AC2044 group
ASV_2636	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_22536	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella
ASV_4923	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_6093	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014
ASV_14054	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_4171	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39		
ASV_6948	Bacteria	Firmicutes	Clostridia	Clostridiales	XIII	Eubacterium
ASV_22382	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ASV_12572	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_22915	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum
ASV_13218	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_22334	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_5230	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005
ASV_6480	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
ASV_21441	Bacteria	Firmicutes	Clostridia	Clostridiales	XIII	
ASV_17601	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae XPB1014 group
ASV_13616	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_12178	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	[Anaerorhabdus] furcosa group
ASV_19830	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_15982	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum
ASV_10044	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_3406	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001
ASV_4543	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	
ASV_16975	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_1367	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_21422	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014
ASV_4532	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_385	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_11453	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales		
ASV_20593	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	
ASV_15686	Bacteria	Firmicutes	Clostridia	Clostridiales	XIII	Anaerovorax
ASV_1478	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum
ASV_15491	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_7229	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ASV_9466	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio
ASV_22535	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_6421	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_5998	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma
ASV_7978	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
ASV_11479	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_15457	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_16364	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575
ASV_19920	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
ASV_11585	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales		
ASV_11282	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_2436	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	
ASV_5258	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_6037	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales BS11 	
ASV_22310	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
ASV_6011	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_7091	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eubacterium
ASV_21804	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_9821	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
ASV_13509	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_9877	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001
ASV_12563	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio
ASV_15605	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta
ASV_16460	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_20397	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_6542	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum
ASV_11615	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter
ASV_19594	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005
ASV_13501	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		
ASV_2694	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_4970	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014
ASV_9701	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Eubacterium
ASV_5733	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
ASV_433	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonellaceae UCG-001
ASV_17408	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium
ASV_11717	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_20579	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	
ASV_3802	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
ASV_17813	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
ASV_13941	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_1345	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium
ASV_1550	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium
ASV_11285	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Mailhella
ASV_21664	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_14520	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_510	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	
ASV_8953	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	p-1088-a5 
ASV_8813	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	
ASV_1934	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_17386	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_782	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ASV_5605	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ASV_7422	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium
ASV_17056	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae FE2018 group
ASV_1217	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_10022	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	
ASV_23062	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium
ASV_13584	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_7379	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_13429	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	
ASV_8490	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium0
ASV_10372	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
ASV_10071	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales		
ASV_14941	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
ASV_6145	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_207	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_583	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinimonas
ASV_13174	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001
ASV_6497	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_16890	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
ASV_2739	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group
ASV_6191	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
ASV_2359	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	CAG-352
ASV_2599	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_16647	Bacteria					
ASV_22233	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_10995	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	
ASV_3601	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter
ASV_3955	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
ASV_14463	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Eubacterium
ASV_17966	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	
ASV_6331	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_14097	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
ASV_84	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_7014	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_2765	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_6068	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	
ASV_14740	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005
ASV_5282	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		
ASV_12574	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005
ASV_12105	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_7786	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
ASV_4255	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Eubacterium
ASV_12988	Bacteria	Firmicutes	Clostridia	Clostridiales	XIII	Eubacterium
ASV_7644	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_4177	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
ASV_20720	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma
ASV_6160	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_14252	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum
ASV_23208	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_10143	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_17820	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	
ASV_15797	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005
ASV_20793	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	
ASV_230	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
ASV_7304	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001
ASV_17348	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae NK4A214 group
ASV_4264	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_21813	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium
ASV_10494	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39		
ASV_4710	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_14142	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_6210	Bacteria	Firmicutes	Clostridia	Clostridiales	XIII	Eubacterium
ASV_2707	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_17197	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium
ASV_7885	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_8199	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_15442	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
ASV_5576	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae XPB1014 group
ASV_6307	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001
ASV_16760	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
ASV_15950	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_16869	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	
ASV_21077	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera
ASV_14921	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013
ASV_9668	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_13003	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_14466	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_14594	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_931	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	
ASV_8328	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_5701	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		
ASV_16229	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013
ASV_9794	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-008
ASV_21551	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_9968	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013
ASV_2121	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
ASV_14795	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003
ASV_1394	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
ASV_18232	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_12701	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		
ASV_21618	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
ASV_268	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales BS11 	
ASV_21105	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_18187	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_2701	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium
ASV_7690	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_7318	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_15292	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia
ASV_6737	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	CAG-352
ASV_3920	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_12594	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_551	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales BS11 	
ASV_2981	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta
ASV_20938	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_22210	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_18212	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_1084	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
ASV_16451	Bacteria	Firmicutes	Clostridia	Clostridiales	XIII	
ASV_10313	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_3757	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma
ASV_19429	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
ASV_19404	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_616	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group
ASV_8769	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
ASV_6877	Bacteria	Elusimicrobia	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Candidatus Endomicrobium
ASV_12058	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales		
ASV_8412	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_10152	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_4845	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_15121	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_4368	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_9083	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
ASV_19317	Bacteria	Firmicutes	Clostridia	Clostridiales	XIII	XIII UCG-001
ASV_19913	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	
ASV_1791	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003
ASV_14552	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-002
ASV_17967	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_15397	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	CAG-352
ASV_22589	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_16744	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	
ASV_11888	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
ASV_22636	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_8825	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_6257	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eubacterium
ASV_13519	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_15257	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Howardella
ASV_22412	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013
ASV_2464	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
ASV_23312	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ASV_587	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Succiniclasticum
ASV_15303	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea
ASV_9731	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea
ASV_16959	Bacteria	Firmicutes	Clostridia	Clostridiales	XIII	XIII AD3011 group
ASV_20960	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005
ASV_3911	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		
ASV_3566	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_17160	Bacteria	Firmicutes	Clostridia	Clostridiales	XIII	Mogibacterium
ASV_6917	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_1382	Bacteria	Firmicutes	Clostridia	Clostridiales	XIII	XIII AD3011 group
ASV_716	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae Ga6A1 group
ASV_825	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001
ASV_10093	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001
ASV_14318	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group
ASV_892	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales		
ASV_14525	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_4705	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_2209	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_16825	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_13818	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales		
ASV_1247	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group
ASV_22790	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_4560	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
