#TAXONOMY	Domain	Phylum	Class	Order	Family	Genus
ASV_2242	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_22543	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_19443	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		
ASV_3756	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_10026	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales		
ASV_13534	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003
ASV_18113	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ASV_5714	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Eubacterium
ASV_16066	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_19452	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_17689	Bacteria	Firmicutes				
ASV_3664	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
ASV_17803	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-009
ASV_10081	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_14527	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas
ASV_7503	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_14787	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
ASV_11193	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ASV_3358	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_19380	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005
ASV_21575	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_16769	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
ASV_8863	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_9554	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_19225	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_13904	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_12469	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium0
ASV_10830	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
ASV_5394	Bacteria	Firmicutes	Clostridia	Clostridiales	XIII	XIII AD3011 group
ASV_2071	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	
ASV_11793	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001
ASV_7278	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_6679	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_5095	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_14499	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_22366	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_22547	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
ASV_11288	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_5942	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_16649	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_5304	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003
ASV_23083	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	
ASV_9059	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus
ASV_4616	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005
ASV_10894	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_20712	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005
ASV_15350	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales		
ASV_659	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter
ASV_907	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003
ASV_7956	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
ASV_9382	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_15910	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_4806	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum
ASV_8359	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_9090	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_424	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_5031	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_19547	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_3479	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium
ASV_5857	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_4819	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_15742	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_14366	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		
ASV_1690	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto
ASV_3510	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	
ASV_5851	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium
ASV_16457	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_8819	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_8085	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_11483	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum
ASV_18953	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_487	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales BS11 	
ASV_6360	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		
ASV_7288	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	
ASV_18794	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_7403	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_11648	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_17251	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium
ASV_13310	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_19483	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003
ASV_16739	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		
ASV_8280	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_5595	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio
ASV_15071	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group
ASV_13387	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_3398	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
ASV_3843	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	
ASV_7801	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_5916	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae FCS020 group
ASV_23031	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_6404	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_22458	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_11843	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_9375	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_21176	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group
ASV_12940	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_21978	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		
ASV_11864	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_18243	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001
ASV_11459	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_3567	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		
ASV_18180	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_5596	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Saccharofermentans
ASV_16673	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39		
ASV_10501	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		
ASV_21172	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001
ASV_22603	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	[Anaerorhabdus] furcosa group
ASV_18891	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales		
ASV_4947	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_1938	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
ASV_16273	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
ASV_7439	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_11594	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014
ASV_16007	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	COB P4-1 termite group	
ASV_15846	Bacteria					
ASV_13656	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia
ASV_16054	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_9070	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_13527	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales		
ASV_3494	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_11236	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_1548	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	p-1088-a5 
ASV_15878	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_2288	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_12632	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_15995	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	
ASV_18607	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014
ASV_3560	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_8337	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_5177	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group
ASV_12173	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_13964	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	
ASV_1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005
ASV_15060	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_9725	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_6203	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003
ASV_12112	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	
ASV_1507	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum
ASV_12200	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium
ASV_12322	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
ASV_6047	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonellaceae UCG-001
ASV_9622	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus
ASV_3014	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae NK4A214 group
ASV_3335	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Saccharofermentans
ASV_10002	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_15814	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_16068	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013
ASV_11203	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_863	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_3909	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
ASV_18359	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group
ASV_3156	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_7764	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae Ga6A1 group
ASV_3377	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005
ASV_4108	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_8892	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_11488	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013
ASV_11444	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma
ASV_4269	Bacteria	Firmicutes	Clostridia	Clostridiales	XIII	XIII UCG-001
ASV_9368	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	
ASV_11233	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_1774	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
ASV_2831	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ASV_1242	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_9694	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales		
ASV_8965	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_11020	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_9165	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_1618	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales		
ASV_8288	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium
ASV_5425	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	COB P4-1 termite group	
ASV_11054	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_21451	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	
ASV_1312	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_11499	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus
ASV_13890	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
ASV_21298	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_11298	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	p-251-o5	
ASV_10519	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_23236	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_6757	Bacteria	Kiritimatiellaeota	Kiritimatiellae			
ASV_17826	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrio
ASV_6772	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
ASV_21589	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013
ASV_145	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	
ASV_8223	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae ND3007 group
ASV_6721	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales		
ASV_8272	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_15601	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium0
ASV_1546	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia
ASV_7740	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39		
ASV_9261	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_4589	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_7629	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ASV_10099	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
ASV_9438	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	
ASV_6734	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
ASV_643	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_14175	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_17462	Bacteria	Actinobacteria				
ASV_8137	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-009
ASV_13599	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Quinella
ASV_7969	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea
ASV_19144	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_2877	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	
ASV_22947	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
ASV_509	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
ASV_5339	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium
ASV_11225	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005
ASV_2927	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
ASV_911	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003
ASV_13553	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eubacterium
ASV_16005	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas
ASV_10556	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ASV_853	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_9669	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_6778	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
ASV_4100	Bacteria	Firmicutes	Clostridia	Clostridiales	XIII	Anaerovorax
ASV_2679	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK3A20 group
ASV_22823	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales		
ASV_8644	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales		
ASV_3402	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group
ASV_2667	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	
ASV_10523	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group
ASV_6355	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_17905	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_3970	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae AC2044 group
ASV_8562	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
ASV_8256	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	[Eubacterium] ruminantium group
ASV_11862	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
ASV_11441	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_7201	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	
ASV_23044	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010
ASV_9361	Bacteria	Firmicutes	Clostridia	Clostridiales	XIII	Eubacterium
ASV_3455	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_4208	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005
ASV_22014	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_13055	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	p-1088-a5 
ASV_4508	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	
ASV_23072	Bacteria	Firmicutes	Clostridia	Clostridiales		
ASV_15242	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium
ASV_9456	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_15552	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	
ASV_21498	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_11391	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		
ASV_12648	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_15808	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_16125	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
ASV_8809	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales		
ASV_684	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	p-1088-a5 
ASV_4790	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Eubacterium
ASV_4521	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013
ASV_3031	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium
ASV_2215	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 
ASV_785	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae YAB2003 group
ASV_19175	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group
ASV_6931	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
ASV_14130	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_14714	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group
ASV_15043	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium
ASV_5229	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Moryella
ASV_5469	Bacteria	Firmicutes	Clostridia	Clostridiales		
